4,51,244
4,47,123
4,51,258
4,56,177
4,54,184
4,44,281
4,51,252
4,59,385
4,53,190
4,52,231
4,52,211
4,56,332
4,51,343
4,55,243
4,49,595
4,56,349
4,57,288
4,58,326
8,75,331
3,73,242
2,84,184
2,86,211
8,117,162
10,107,179
9,109,173
4,84,143
6,91,208
2,132,251
2,133,221
3,79,184
8,82,186
9,66,160
8,84,136
8,120,120
2,125,166
3,33,89
5,64,61
4,116,94
7,128,143
2,152,211
2,95,265
13,87,117
4,68,62
4,67,98
4,76,142
12,81,84
3,53,241
5,65,97
4,75,148
2,110,239
3,95,163
4,115,213
9,87,140
8,72,57
9,133,136
22,133,173
10,108,175
7,43,200
10,31,171
25,42,88
4,76,96
8,111,112
6,85,127
4,48,62
2,54,61
6,49,41
2,31,77
8,38,62
2,25,39
2,28,33
2,33,32
3,25,22
2,18,18
2,52,59
3,66,49
3,75,45
2,73,79
2,67,56
2,70,48
3,63,44
3,81,57
3,49,67
2,63,56
3,57,48
3,60,77
4,82,109
6,59,76
2,49,37
2,60,37
20,93,88
26,124,92
12,122,164
11,91,193
4,76,133
5,118,124
12,108,80
13,115,107
23,126,305
46,114,235
9,134,224
11,141,354
8,145,315
12,97,282
12,97,353
25,120,352
3,140,271
5,112,306
3,123,273
2,122,280
2,161,284
2,208,386
21,152,253
19,145,311
6,90,236
4,89,269
2,78,271
3,72,280
2,101,279
9,102,163
6,130,301
2,179,266
2,147,263
3,132,258
9,126,297
6,105,274
8,61,207
2,95,92
4,137,128
5,103,132
3,101,182
10,139,165
7,115,185
9,136,226
3,85,130
17,108,162
3,98,214
11,104,292
3,145,499
5,148,382
3,138,292
3,137,369
3,125,409
4,123,342
2,77,250
6,104,270
12,93,211
11,117,173
2,114,174
13,93,219
10,108,393
6,116,142
8,92,93
17,114,176
12,35,224
12,50,184
12,66,157
15,83,138
3,62,53
2,29,72
2,33,89
11,97,63
4,102,78
2,80,62
2,30,77
2,48,111
8,43,88
2,50,39
2,71,54
2,47,53
2,54,38
2,38,41
2,52,57
2,77,89
2,75,65
2,47,110
2,40,134
4,80,149
4,107,81
2,88,109
2,113,97
2,46,33
2,73,58
7,124,139
8,115,173
5,118,149
8,110,98
13,110,121
9,121,178
19,162,296
32,155,457
38,137,260
18,145,101
26,183,377
17,188,353
9,183,225
37,173,295
39,207,305
3,182,435
3,151,335
2,159,289
5,136,264
13,178,346
3,174,346
2,130,271
2,161,318
9,99,344
10,98,304
8,122,374
2,66,224
6,82,270
7,76,251
16,66,234
3,133,293
4,112,356
5,115,312
3,113,257
6,88,269
17,99,286
10,85,322
10,104,333
7,130,165
4,95,254
17,139,248
3,63,117
3,97,89
2,52,152
3,100,173
5,77,207
25,118,202
5,114,215
5,127,287
15,120,260
13,112,308
30,106,150
3,112,406
13,131,379
17,102,448
8,80,110
17,83,300
2,100,892
2,63,388
5,94,602
2,100,366
2,104,408
2,94,205
2,87,163
19,111,274
2,76,174
2,109,200
2,106,236
11,74,286
4,57,105
2,23,164
2,32,191
6,66,113
2,88,111
4,78,77
3,54,56
2,45,122
6,51,116
2,53,140
2,72,75
2,53,71
2,110,80
4,70,51
4,77,100
2,71,114
2,66,91
2,70,171
2,85,203
2,64,264
3,79,238
6,107,304
6,76,214
4,71,131
7,46,173
3,51,240
12,69,236
4,70,193
19,121,365
17,108,400
12,76,366
18,97,274
23,124,252
45,171,458
21,172,321
26,105,163
26,142,455
46,169,435
18,224,392
36,130,311
26,127,346
9,148,369
12,136,236
4,160,430
2,159,451
2,99,321
8,106,375
2,199,573
28,223,616
4,35,221
4,38,171
4,34,242
4,40,202
4,35,277
4,34,170
4,35,393
4,33,282
4,35,156
4,36,190
4,34,243
4,35,257
4,33,227
4,36,99
4,35,225
4,28,121
4,31,98
4,32,171
4,31,116
4,34,127
4,31,194
4,33,209
4,37,205
4,35,233
4,35,253
4,35,235
4,34,225
4,31,237
4,30,246
4,31,267
4,35,258
4,33,167
4,34,229
4,34,228
4,32,254
4,33,198
4,32,194
4,31,252
4,32,215
4,34,243
4,31,226
4,29,146
4,29,101
4,28,416
4,28,171
4,29,162
4,32,306
4,29,184
4,33,156
4,35,158
4,35,253
4,33,164
4,30,189
4,32,228
4,31,199
4,30,196
4,30,277
4,33,237
4,33,204
4,36,210
4,38,234
4,35,427
4,31,411
4,36,450
21,72,161
21,77,334
4,41,504
4,54,360
4,46,374
4,44,426
4,56,590
4,53,362
4,51,138
4,56,246
4,54,269
4,53,205
5,43,142
9,44,420
