4,44,203
4,45,214
4,47,182
4,43,204
4,39,192
4,46,159
4,41,267
4,50,235
4,48,241
4,45,280
4,42,268
4,40,210
4,39,210
4,39,199
4,38,199
4,50,187
4,47,219
4,47,178
4,52,174
4,50,206
4,44,243
4,43,228
4,45,229
4,38,219
4,39,209
4,46,121
4,44,156
4,46,132
4,47,123
4,47,302
4,44,329
4,46,264
4,46,173
4,46,149
4,43,150
4,47,185
4,40,155
4,43,183
4,43,150
4,47,276
4,45,134
4,40,155
4,45,148
4,44,176
4,42,261
4,37,164
4,43,256
4,44,200
4,45,151
4,46,198
4,41,253
4,39,197
4,44,283
4,44,236
4,41,224
4,41,232
4,40,214
4,40,241
4,37,241
4,45,229
4,43,395
4,39,266
4,42,248
4,45,276
4,45,235
4,46,275
4,44,343
4,51,256
4,43,202
4,46,284
4,44,302
4,44,343
4,39,359
4,38,428
4,42,149
4,43,296
13,51,253
NA,71,270
4,67,397
4,55,250
4,65,344
4,61,258
4,58,351
NA,NA,NA
4,62,289
4,61,254
4,52,233
4,61,302
4,63,400
4,60,306
4,62,362
4,49,223
4,59,175
4,53,158
4,62,167
4,58,210
4,62,197
4,59,167
4,55,151
4,57,207
4,54,340
4,63,300
4,59,227
4,56,232
4,51,239
4,56,157
5,48,270
4,45,204
4,44,300
4,50,258
4,43,220
4,52,324
4,45,330
4,55,303
4,44,316
4,42,214
4,49,246
4,46,106
4,51,197
4,53,223
4,41,204
4,45,289
4,45,219
4,44,218
4,37,104
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
4,57,217
4,61,211
4,50,225
4,50,231
4,44,184
4,41,125
NA,NA,NA
4,58,249
4,58,250
4,50,247
4,60,327
4,59,289
4,53,173
4,53,371
4,63,445
NA,NA,NA
4,64,371
4,69,413
4,71,389
4,74,254
4,72,298
5,82,257
5,85,242
4,69,450
5,52,309
NA,NA,301
4,61,289
4,61,425
4,59,266
4,65,272
4,59,165
8,59,222
4,59,126
4,54,276
4,52,214
4,56,343
4,61,287
4,54,263
4,59,113
4,57,234
4,58,294
4,60,238
4,50,155
4,60,232
4,63,145
4,59,166
4,52,224
4,52,248
4,57,334
4,53,355
4,51,352
4,53,261
4,57,265
4,53,240
4,50,294
4,46,192
4,47,314
4,49,543
4,47,250
4,53,295
4,50,261
4,48,254
4,48,166
4,50,266
4,54,133
4,43,138
4,47,226
4,44,126
4,46,148
4,40,221
4,39,139
4,40,267
4,49,167
4,43,151
4,44,179
4,44,66
4,40,194
4,51,179
4,54,215
4,47,215
4,44,215
4,50,265
4,45,109
4,44,229
4,54,269
4,56,249
4,66,229
4,54,276
4,52,334
4,62,269
4,64,314
4,60,405
4,59,281
4,62,170
4,63,234
4,67,470
4,76,366
4,82,581
5,73,405
5,87,292
4,66,229
NA,NA,NA
14,49,335
4,47,143
4,52,140
4,45,187
4,53,113
4,50,120
4,46,160
4,44,150
4,40,152
4,35,168
4,47,170
4,44,145
4,45,167
4,47,142
4,44,80
4,48,215
4,44,214
4,47,190
4,44,112
4,46,145
4,44,175
4,48,169
4,48,190
4,47,207
4,48,180
4,49,212
4,47,121
4,48,59
4,47,141
4,52,102
4,49,129
4,49,147
4,52,74
4,60,137
4,51,118
4,58,74
4,55,206
4,51,191
4,55,215
4,52,206
4,52,166
4,52,181
4,53,333
4,52,195
4,51,232
4,49,212
4,46,174
4,54,165
4,53,163
4,51,125
4,54,161
4,50,239
4,53,195
4,51,197
4,51,261
4,48,152
4,51,100
4,52,244
4,50,195
4,52,226
4,54,245
4,56,246
4,56,192
4,47,255
4,52,313
4,50,284
12,45,119
9,49,403
4,53,163
4,51,176
4,57,340
4,58,346
4,53,423
4,50,443
4,59,346
5,67,638
4,58,260
4,56,140
19,63,283
4,53,173
4,51,192
4,57,197
4,47,101
4,48,237
4,47,130
4,29,102
4,41,174
4,40,146
4,43,144
4,43,140
4,43,181
4,45,88
4,41,161
4,45,171
4,49,165
4,42,149
4,43,175
4,53,173
4,42,140
4,49,171
4,56,242
4,50,195
4,45,188
4,46,137
4,48,120
4,44,50
4,50,89
4,49,61
4,49,110
4,45,151
4,56,195
4,54,167
4,50,143
4,51,121
4,51,73
4,44,111
NA,NA,NA
4,50,177
4,53,171
4,46,191
4,52,158
4,55,292
4,53,179
4,50,124
4,50,186
4,53,197
4,48,189
4,48,208
4,49,150
4,50,181
4,50,146
NA,NA,NA
4,49,152
4,48,92
