4,40,212
4,40,190
4,67,379
5,60,380
4,44,222
4,40,106
4,35,219
4,54,279
5,50,192
4,50,312
4,27,194
4,49,225
4,39,236
4,37,194
4,28,171
4,29,52
4,34,147
4,36,133
4,33,106
4,32,125
4,54,113
4,37,135
4,48,151
4,41,152
4,59,194
4,44,106
4,37,156
4,48,339
4,26,138
4,30,175
4,30,138
4,29,175
4,27,137
4,27,132
4,40,213
4,35,145
4,35,176
4,35,165
4,43,157
4,41,181
4,41,129
4,39,234
4,36,162
4,30,85
4,30,153
4,47,96
4,39,134
4,41,143
4,46,217
4,36,241
4,43,165
4,32,71
4,26,57
4,33,87
4,34,77
4,29,90
4,37,143
4,40,121
4,44,141
4,49,157
4,38,83
4,56,225
4,34,231
4,47,175
4,48,205
4,54,363
4,53,330
4,56,481
4,45,316
4,45,303
4,39,263
4,45,343
4,49,237
4,41,158
4,42,251
4,40,257
4,44,214
4,65,389
4,69,240
4,64,313
4,63,399
4,63,119
4,55,161
4,60,403
4,65,307
4,58,203
4,65,235
4,61,202
4,67,287
4,62,280
4,68,222
4,64,161
4,62,191
4,71,173
4,65,NA
4,68,NA
4,63,NA
4,62,NA
4,65,146
4,55,179
4,65,303
4,68,271
4,51,310
4,58,228
4,60,351
4,55,276
4,57,208
4,59,189
4,55,267
4,63,240
4,60,206
4,56,256
4,55,303
4,54,132
4,54,306
4,54,186
4,54,157
4,53,224
4,49,185
4,59,131
4,51,132
4,50,75
4,59,153
4,60,147
4,53,218
4,58,83
4,57,189
4,57,123
4,55,138
4,47,145
4,55,93
4,56,74
4,51,147
4,55,112
4,60,102
4,60,137
4,55,209
4,47,262
4,66,231
4,61,256
4,64,277
4,57,339
4,59,403
4,59,374
4,60,464
4,63,334
4,52,368
4,60,183
4,59,221
4,57,290
4,61,287
4,62,479
4,59,481
4,69,470
4,65,478
4,66,291
5,71,414
4,63,190
4,62,294
5,52,438
4,58,243
4,62,271
4,60,227
4,60,391
4,66,246
4,61,165
4,60,175
4,53,115
4,65,177
4,63,201
4,62,259
4,63,312
4,64,166
4,64,371
4,61,234
4,59,242
4,63,435
4,61,475
4,60,238
4,51,240
4,62,251
4,58,333
4,61,267
4,61,380
4,60,153
4,56,207
4,58,417
4,55,236
4,59,314
4,55,236
4,58,178
4,62,352
4,51,419
4,58,216
4,58,115
4,48,253
4,53,165
4,58,130
4,55,218
4,46,135
4,54,137
4,56,290
4,53,92
4,55,194
4,48,190
4,45,138
4,46,101
4,51,190
4,57,121
4,55,190
4,49,260
4,54,204
4,62,322
4,58,193
4,55,310
4,61,313
4,57,403
4,63,355
4,57,335
4,53,414
4,55,205
4,52,289
4,48,546
4,55,211
4,47,444
4,63,514
4,51,432
4,54,301
5,48,354
4,46,218
4,27,131
4,27,119
4,32,181
