4,35,387
4,48,287
4,49,254
4,44,270
4,49,327
4,51,119
4,38,273
4,51,146
4,51,197
4,49,94
4,52,108
4,56,152
4,50,104
4,53,115
4,40,124
4,47,183
4,42,190
5,59,434
4,37,165
4,42,296
4,42,281
4,36,246
4,43,204
4,36,313
4,40,238
4,37,212
4,31,NA
4,38,NA
4,32,NA
4,36,163
4,37,177
4,37,159
4,50,239
4,34,158
4,42,182
4,42,112
4,24,104
4,42,128
4,41,159
4,44,139
4,45,125
4,44,93
4,39,86
4,45,134
4,40,152
4,30,160
4,32,93
4,33,130
4,31,114
4,39,185
4,37,199
4,43,120
4,37,130
4,42,152
4,54,172
18,92,304
4,38,161
4,45,308
4,44,332
4,46,206
4,47,296
4,53,219
4,45,231
4,46,263
4,49,235
4,47,215
4,42,187
4,47,311
4,47,195
4,41,143
4,47,107
4,45,198
4,57,318
4,50,458
4,26,142
4,37,179
4,33,180
4,46,157
4,50,226
4,51,234
4,52,315
4,52,328
4,48,215
4,46,283
4,49,184
4,36,145
4,48,149
4,47,156
4,48,170
4,56,163
4,45,147
4,49,183
4,42,211
4,48,241
4,47,202
4,35,213
4,37,243
4,43,229
4,32,204
4,30,202
4,27,189
4,31,NA
4,36,NA
4,34,NA
4,27,190
4,34,189
4,35,175
4,42,149
4,41,271
4,23,128
4,28,183
4,31,157
4,30,163
4,26,108
4,20,105
4,36,168
4,35,147
4,39,147
4,46,141
4,38,147
4,23,139
4,27,NA
4,22,NA
4,29,NA
4,28,129
4,39,207
4,43,324
4,35,266
4,32,207
4,43,216
4,40,159
4,42,161
4,52,318
4,44,240
4,52,615
4,42,348
4,48,187
4,38,130
4,39,255
4,36,218
4,43,302
4,45,191
4,46,224
4,46,229
8,53,287
13,77,358
22,117,375
19,113,396
28,101,337
8,61,129
5,45,99
2,63,167
7,78,196
8,103,194
22,90,174
8,108,198
13,111,258
11,92,242
6,110,176
4,82,154
4,58,90
4,64,72
15,80,100
21,82,141
17,85,97
12,93,106
8,65,73
9,65,88
8,103,115
6,114,137
19,18,78
10,119,153
9,104,84
13,74,128
11,93,124
12,109,164
2,53,77
8,72,96
5,68,65
4,61,141
5,74,137
5,77,180
15,115,153
5,111,137
3,31,268
2,11,332
2,45,243
4,49,136
2,60,71
2,69,117
2,49,163
2,40,101
4,47,96
2,87,67
4,47,69
6,33,67
7,60,35
2,45,192
3,47,58
3,34,68
2,35,56
2,34,35
2,99,140
2,76,158
2,78,117
2,63,65
2,67,47
4,63,67
2,45,39
3,51,22
12,37,21
3,66,53
4,51,57
2,55,52
2,81,56
2,90,129
2,68,157
8,62,51
5,185,194
7,177,254
4,176,258
9,152,219
16,146,274
20,160,355
7,157,366
19,145,306
7,121,228
4,122,249
17,143,247
13,150,286
12,172,500
7,100,223
8,119,245
14,123,403
12,114,421
14,91,459
14,106,541
10,114,499
6,82,444
2,75,228
6,60,368
3,59,327
5,110,221
16,112,226
18,97,143
3,90,217
4,85,145
4,46,136
17,109,244
21,112,213
9,106,138
6,87,98
3,82,133
8,76,118
17,109,139
27,99,137
24,83,155
25,84,131
24,108,214
7,85,128
4,85,81
15,134,219
18,120,246
21,76,177
3,122,198
6,117,239
5,109,134
15,113,281
2,96,211
8,94,143
6,81,152
13,103,182
2,103,256
11,118,208
3,106,216
2,103,214
2,113,193
3,44,242
2,44,289
2,24,187
2,65,154
2,69,142
6,72,98
2,91,94
2,48,81
2,63,222
2,66,182
2,65,168
2,93,47
5,55,39
4,105,106
7,55,43
7,56,52
2,92,129
2,88,110
2,89,98
5,106,100
5,105,78
2,44,29
2,43,29
2,36,25
3,67,65
3,85,61
12,90,59
2,73,97
4,69,86
2,88,154
2,73,144
2,136,305
2,111,269
2,133,296
6,152,407
3,156,429
6,164,327
12,162,268
11,167,309
14,127,250
10,118,289
15,114,400
2,175,567
3,124,375
2,125,283
6,166,452
2,118,288
17,55,308
9,112,563
15,99,543
15,74,512
18,100,683
5,64,138
2,54,149
4,84,250
9,92,273
18,100,323
9,91,186
5,111,458
21,115,390
9,97,454
5,105,314
16,116,257
10,66,253
5,68,149
7,77,189
3,71,93
4,58,121
4,93,141
10,58,128
6,86,188
2,85,219
11,88,215
2,44,277
10,72,181
2,75,110
28,123,245
19,137,300
17,131,303
4,72,127
17,82,366
11,103,281
2,67,106
10,81,150
2,86,168
2,107,222
2,125,257
3,111,305
2,109,300
2,63,217
2,55,230
2,56,128
2,58,169
3,47,226
2,17,159
2,78,314
2,82,425
2,80,335
5,90,140
2,81,113
2,65,67
2,79,81
2,49,114
5,47,186
9,56,108
5,78,181
3,59,119
2,39,97
2,76,175
2,68,200
3,53,138
2,50,125
2,38,153
2,56,169
2,81,240
3,67,236
2,71,198
4,49,188
2,63,246
5,61,220
2,90,273
2,80,358
2,141,546
2,163,420
4,122,459
4,100,319
2,142,275
5,142,442
5,128,376
10,148,452
8,176,508
11,195,537
2,196,709
3,147,609
6,169,581
2,152,395
14,163,414
7,142,545
5,160,469
20,209,657
3,169,633
2,118,369
2,102,323
4,40,154
4,41,232
4,44,402
4,46,291
4,41,289
4,41,192
4,37,280
4,37,326
4,49,297
4,38,246
4,50,115
4,49,263
4,49,197
4,51,254
4,44,135
4,41,129
4,45,167
4,48,220
4,40,234
4,44,219
4,42,130
4,42,334
4,41,130
4,50,163
4,44,137
4,45,257
4,39,210
4,33,146
4,36,146
4,43,109
4,36,206
4,47,198
4,41,215
4,32,221
4,34,138
4,39,203
4,35,168
4,37,132
4,33,224
4,35,272
4,37,104
4,37,124
4,36,68
4,38,129
4,42,111
4,38,154
4,35,126
4,34,146
4,36,177
4,32,134
4,36,174
4,39,62
4,41,84
4,37,80
4,36,107
4,38,92
4,35,101
4,32,150
4,37,134
4,45,115
4,48,230
6,82,348
4,44,209
4,41,206
4,38,210
4,39,236
4,40,192
4,36,247
4,39,215
4,37,420
4,39,225
4,40,189
4,39,228
4,36,229
4,34,382
4,31,309
