2,59,243,1
5,77,264,1
4,68,280,1
3,90,335,1
3,90,362,1
2,74,172,1
2,99,330,1
3,87,413,1
9,68,135,1
2,103,134,1
2,115,159,1
2,111,167,1
8,110,154,1
3,89,145,1
7,80,140,1
3,94,158,1
2,113,171,1
6,78,154,1
4,103,173,1
8,97,212,1
5,74,141,1
3,95,149,1
3,81,154,1
2,52,132,1
2,56,86,0
3,72,154,1
2,55,140,1
5,80,204,1
9,85,151,1
5,71,192,1
2,83,190,1
2,86,225,1
2,103,256,1
3,84,263,1
4,106,235,1
2,71,273,1
2,88,251,1
2,89,261,1
3,97,285,1
2,72,244,1
3,80,218,1
3,74,248,1
2,74,152,1
2,86,159,1
2,73,167,1
2,53,101,1
2,76,144,1
2,70,176,1
2,40,102,1
2,40,98,0
2,48,83,0
3,49,63,0
2,34,69,0
2,64,75,0
2,43,79,0
3,43,50,0
3,44,72,0
3,38,76,0
4,52,79,0
2,70,65,0
2,47,61,0
8,50,90,0
9,40,93,0
5,57,119,1
2,72,117,1
2,93,97,0
4,69,125,1
3,65,101,1
3,61,98,0
6,67,150,1
2,79,108,1
3,86,99,0
2,61,81,0
2,84,117,1
2,126,137,1
5,105,177,1
6,126,259,1
8,159,247,1
7,122,317,1
7,159,218,1
2,102,232,1
4,80,380,1
7,140,433,1
9,108,254,1
7,111,288,1
2,115,161,1
8,172,248,1
11,152,284,1
6,114,204,1
8,94,317,1
8,81,161,1
3,129,492,1
5,107,321,1
3,79,256,1
9,87,229,1
7,61,210,1
2,104,377,1
2,83,308,1
2,97,333,1
12,114,416,1
16,101,419,1
2,84,136,1
3,108,345,1
2,95,293,1
2,106,148,1
2,88,152,1
3,91,157,1
6,116,242,1
5,108,274,1
6,113,297,1
2,127,247,1
7,120,238,1
3,120,284,1
3,111,235,1
2,75,210,1
6,111,267,1
12,98,300,1
8,91,228,1
3,115,233,1
5,111,297,1
2,104,188,1
6,103,207,1
3,93,225,1
2,119,470,1
4,113,310,1
9,122,378,1
2,120,256,1
2,99,307,1
3,121,249,1
6,122,376,1
2,126,344,1
2,119,423,1
2,48,88,0
2,112,410,1
2,117,388,1
2,124,411,1
5,98,259,1
2,98,274,1
6,75,201,1
2,76,188,1
4,78,210,1
2,66,158,1
2,74,161,1
2,68,199,1
2,54,112,1
2,52,101,1
2,60,102,1
2,59,97,0
2,45,86,0
2,77,135,1
2,58,93,0
2,62,103,1
2,43,97,0
2,92,78,0
2,71,87,0
2,57,67,0
2,60,77,0
2,78,90,0
2,55,67,0
2,42,95,0
2,52,115,1
2,67,121,1
2,104,105,1
4,92,106,1
4,89,126,1
2,69,68,0
3,68,70,0
2,50,45,0
2,51,71,0
3,83,87,0
4,79,79,0
4,86,95,0
19,157,234,1
40,140,257,1
3,156,284,1
8,199,312,1
3,173,322,1
15,146,272,1
5,116,223,1
8,142,367,1
20,138,345,1
7,115,202,1
3,117,326,1
5,131,207,1
6,127,326,1
3,131,292,1
4,104,237,1
3,96,152,1
2,114,193,1
2,112,203,1
2,117,217,1
12,92,287,1
2,104,268,1
8,89,291,1
3,98,407,1
8,85,444,1
4,89,359,1
5,108,564,1
5,90,646,1
3,65,246,1
4,66,189,1
3,77,236,1
3,69,261,1
5,107,160,1
4,106,232,1
3,101,254,1
8,88,207,1
7,92,361,1
7,80,241,1
6,87,259,1
5,115,315,1
8,107,243,1
6,91,299,1
7,84,226,1
2,52,230,1
6,68,328,1
11,75,226,1
11,70,281,1
12,98,413,1
11,89,344,1
5,76,266,1
2,74,358,1
4,85,325,1
4,111,481,1
7,108,523,1
5,119,371,1
3,96,417,1
4,117,343,1
2,112,375,1
6,113,365,1
6,97,321,1
2,100,66,1
2,94,102,1
2,60,107,1
2,83,79,0
3,46,66,0
10,68,124,1
10,52,105,1
10,50,132,1
2,25,85,0
2,37,75,0
2,44,106,1
3,71,123,1
2,75,102,1
2,74,104,1
2,41,134,1
2,70,80,0
2,29,84,0
2,40,117,1
2,88,167,1
3,94,260,1
3,82,205,1
3,128,421,1
4,115,524,1
8,129,404,1
5,88,388,1
6,89,536,1
10,124,626,1
13,122,436,1
6,120,397,1
6,106,411,1
11,128,398,1
8,131,373,1
6,124,311,1
13,125,395,1
2,105,670,1
4,104,480,1
4,117,363,1
3,110,296,1
2,24,286,1
11,72,239,1
